name,cuisine,time,ingredients,instructions,calories,type,health_label,health_score,servings,picture
Sweet Corn Pudding,Italian,45,"8 tablespoons butter|1 medium onion, chopped|2 cloves garlic, sliced|12 ears corn, kernels cut off the cob|1/4 cup flour|1 quart heavy cream|1 cup cooked grits|3 tablespoons minced canned jalapeño peppers|Salt|Freshly ground black pepper|9 eggs, beaten|1 cup shredded white Cheddar cheese","Preheat the oven to 42|Melt the butter in a heavy-bottomed pot over medium heat.|Add the onions and garlic and cook for 3 minutes.|Add the corn kernels and cook, stirring, for an additional 3 minutes.|Add the flour and stir for 1 minute, then add the cream. Once the cream is incorporated, continue to stir until the mixture comes to a boil.|Add the cooked grits, remove from the heat, and stir in jalapeo peppers. Taste and season well with salt and pepper.|With a hand-held immersion blender in the pot (or transfer the mixture to a food processor), pure the corn mixture while slowly adding the beaten eggs, until the eggs are thoroughly mixed in.|Pour the mixture into an ovenproof dish and sprinkle with the cheese.|Bake for 2530 minutes, until the center puffs and the corn pudding turns golden brown.",631,side dish,lacto ovo vegetarian,5,10,https://spoonacular.com/recipeImages/662501-556x370.jpg
Sweet-N-Smoky Salmon With Ginger Mahogany Rice,American,45,"1 cup Brown sugar, firmly packed|2 cups chicken stock|3 inches piece of ginger|1 1/2 teaspoons liquid smoke|2 Tb. peanut oil, separated|1 cup mahogany rice|4 Salmon fillets|Salt and Pepper|2 tablespoons Soy sauce","Place the salmon in bowl, or large zip bag with soy sauce, liquid smoke and brown sugar.|Let it marinate for at least 1 hourbut you could marinate over night! When ready to use, preheat the grill or an iron skillet to high heat.In a medium sauce pan, over high heat, toast the rice in 1 Tb. of oil for 2 minutes. Then add the chicken stock and a large pinch of salt and pepper. Bring to a boil. Lower the heat to a simmer and cover. Simmer the rice for about 40 minutesor as directed on the package.Meanwhile, peel the ginger and cut into thin strips. (julienne)|Heat a small skillet over medium-high.|Add 1 Tb. of oil to the skillet. When the oil is hot, drop the ginger in and pan-fry for 1-2 minutes, moving with a spatula, until they are light brown.|Remove from the pan and drain on a paper towel.|Sprinkle with salt.While the rice is cooking, CAREFULLY brush the grill with vegetable oil. (You could also use grill spray.) Pepper the salmon and place it on the grill, top-side-down. Cook 3 minutes.Flip, then carefully sprinkle the tops with a little extra brown sugar and grill for another 3-5 minutesuntil just cooked through.Cover with foil and let them rest for 5-10 minutes before serving.",732,lunch|main course|main dish|dinner,gluten free|dairy free|fodmap friendly|pescatarian,39,4,https://spoonacular.com/recipeImages/662654-556x370.jpg
Tangy & Savory Mexican Soup,Mexican,45,"1 Medium Ripe Avocado|2 carrots|Chopped cilantro|6 garlic cloves, mashed|2 pounds ground beef or chicken|1/2 cup lime juice (depends on how much tang you want)|Fresh or dried oregano, rosemary & thyme|2 red or green sweet bell peppers|1/2 teaspoon – ¾ red chili flakes|1 large red onion, chopped|Sea salt & pepper|Sour cream|1 cup tomato paste or 3 cups tomato sauce|Tortilla chips|2 quarts chicken or beef stock or combination of water and|1 large yellow onion, chopped|3-4 zucchini, washed|Cortido","Lightly brown beef or chicken, make sure there is still some pink. If you brown it too much it will taste ""dry"" in the soup.Bring stock to a boil with tomato paste/sauce. Stir in meat, garlic, chili flakes, zucchini, carrots, onions &amp; bell peppers. Simmer for about 15-30 minutes or till veggies are tender, but still slightly crunchy.|Add in lime juice and season to taste with oregano, rosemary, thyme, sea salt &amp; pepper.|Serve with garnishes.",561,lunch|soup|main course|main dish|dinner,gluten free,28,8,https://spoonacular.com/recipeImages/662850-556x370.jpg
The BEST Lemon Bars,American,45,1 cup butter softened|2 cups granulated sugar separated 1/2 cup and 1 1/2 cups|2 1/4 cups all-purpose flour separated 2 cups and 1/4 cup|3 lemons juiced|4 eggs|1/2 cup powdered sugar topping,"Preheat the oven to 350 degrees Fahrenheit.|In a medium bowl, blend together 2 cups of flour, 1/2 cup sugar, and softened butter. Press into a 9"" x 13"" pan.|Bake for 15 – 20 minutes or until the crust is firm and golden brown.|Blend 2 cups flour, 1/2 cup sugar, and softened butter in a mixing bowl. Press into a 9×13 pan.|Bake for 15-20 minutes until the crust is golden brown.|Mix remaining sugar, flour, eggs, and whisk together well.|Mix the lemon juice into the sugar, flour, and egg mixture.|Pour the lemon mixture over the baked crust and place back into the oven for an additional 20 minutes.|Remove from the oven and allow them to cool and firm up before slicing and topping with powdered sugar.",795,dessert,lacto ovo vegetarian,3,6,https://spoonacular.com/recipeImages/715477-556x370.jpg
Tomato and Eggplant Caponata,Mediterranean,45,"2 tablespoons balsamic vinegar|1 tablespoon brown sugar (optional)|2 tablespoons capers|1/2 teaspoon cayenne|2 stalks celery, finely sliced|1 teaspoon curry powder (optional)|2 medium eggplants, peeled and cut into small cubes|large handful fresh parsley, chopped|1 clove garlic, minced|1 teaspoon ground cumin|fresh ground black pepper to taste|2 jalapeños, seeded and finely chopped|2/3 cup Kalamata olives, pitted and chopped|2 tablespoons olive oil|1 small onion, finely chopped|1/2 teaspoon sea salt, or to taste|2 teaspoons sea salt|3 large tomatoes, seeded and finely chopped","Place the eggplant cubes in a strainer and sprinkle with the salt.|Let stand for 1 hour. Rinse and pat dry with a clean tea towel. Set aside.|Heat 1 tablespoon of the olive oil in a medium heavy-bottomed saucepan over medium heat. When hot, add the onion, celery and garlic and saut for 5 to 10 minutes or until the vegetables are tender.Now add the tomatoes, jalapeos, cumin, curry powder and cayenne and simmer for another few minutes, stirring often. Next add the vinegar, capers, olives and brown sugar if using to the pan  Continue to simmer for another 5 to 10 minutes.|Heat the remaining tablespoon of olive oil in a frying pan over medium heat. When hot, toss in the eggplant cubes and stir for 5 minutes or until lightly browned.|Add the eggplant to the tomato mixture. Continue to simmer for another 10 minutes and taste for seasoning.|Remove from heat and let cool to room temperature.|Garnish with parsley and serve with flatbreads or toasted pitas.",86,side dish,gluten free|dairy free|lacto ovo vegetarian|vegan,7,10,https://spoonacular.com/recipeImages/716218-556x370.jpg
Ultimate Chocolate Chunk Cookies,Mexican,24,"⅔ cup all purpose flour|1 tsp vanilla flavoring|½ tsp baking powder|¼ cup packed brown sugar|1 cup chocolate chips|8oz of chopped chocolate chunks|2 large eggs|½ cup chopped pecans|½ tsp salt|1 stick of unsalted butter, melted","Preheat oven to 35|Mix together in a medium bowl the flour, baking soda, and salt.Carefully soften chocolate chips, butter, and vanilla flavoring in the microwave in 15 second increments, stirring in between, for one full minute.Beat eggs and sugar together until light an fluffy.Reduce blender speed and combine the melted chocolate chips, butter, vanilla, and slowly mix in the flour.|Add in the chocolate chunks and pecans until mixed.Drop 1 tablespoon of dough onto cookie sheet, 2 - 3 inches apart and bake for 12-14 minutes, keeping your center soft and chewy. Allow to cool for 10 minutes before moving to a cooling rack to cool completely.",678,dessert,,3,6,https://spoonacular.com/recipeImages/715483-556x370.jpg
Upside-Down Blueberry Puffs Brunch,French,50,"1 ½ teaspoons baking powder|1 pint blueberries (reserve about 6 berries)|¼ cup butter, softened|½ teaspoon vanilla extract or butter vanilla bakery emulsion|¼ teaspoon cream of tartar|1 egg, separated|1 cup sifted flour|1/3 cup milk|¼ teaspoon salt|½ cup sugar","Preheat oven to 375 degrees.Wash blueberries and pat dry.Spray six 6-ounce custard cups with baking spray.Divide blueberries among custard cups, reserving 6 to top cakes.|Combine flour, salt and baking powder in a mixing bowl and set aside.Beat egg white until foamy; add cream of tartar and beat until stiff peaks form. Set egg white aside.Cream butter; gradually add sugar and continue creaming until light.|Add eggs and vanilla; mix until well blended.|Add flour mixture, alternating with milk, to butter mixture and beat until well combined. Batter will be thick.Gently fold beaten egg white into flour/butter mixture.Spoon batter into custard cups over berries, filling no more than  full.|Place custard cups on a baking sheet; bake for 30 minutes or until cakes test done by inserting a toothpick near center.Turn out cakes directly from oven on wire racks.|Serve warm or at room temperature. If desired, serve with whipped cream or ice cream topped with a blueberry.",275,antipasti|starter|snack|appetizer|antipasto|hor doeuvre,lacto ovo vegetarian,2,6,https://spoonacular.com/recipeImages/729530-556x370.jpg
Valentine\s Chicken Marsala,Italian,45,"6 oz.sliced, fresh mushrooms|1 large boneless, skinless chicken breast|2 large cloves garlic, minced|2 Tbs butter|1 Tbs olive oil (plus additional to saute mushrooms)|Seasoned Breadcrumbs/Coating Mix*|2 cups Marsala wine|1/4 cup heavy cream|Cooked pasta, if desired","Slice mushrooms and pound chicken breast with a mallet between 2 sheets of wax paper to about 1/4 inch. Dredge breast in seasoned crumbs.|Heat a heavy stainless or cast iron pan (don\t use non-stick).|Add the butter and the olive oil till butter melts and is bubbly.|Add chicken breast and brown on both sides.|Remove browned breast.|Add additional olive oil and saute mushrooms and garlic.|Deglaze pan with wine.|Add browned chicken breast back to pan. Bring to boil, reduce heat, cover and simmer for 30 min.|Remove chicken from pan.|Add cream and reduce sauce 50%.|Serve over cooked pasta, if desired.",225,lunch|main course|main dish|dinner,,5,3,https://spoonacular.com/recipeImages/664270-556x370.jpg
Vegetable Rice,Mediterranean,45,1.5 Tablespoons of melted butter|1 teaspoon of Chili powder|2 cloves of garlic|Seasoning cubes|1.5 teaspoons of Lemon Juice|1.5 cups of Rice|2 cups of chopped green vegetables (Spinach or Ugwu),"Wash and bring to boil your rice for about 10 minutes.Chop your green vegetables and set aside. Strain the water from the rice and reduce the heat.|Add your vegetables, butter, lemon juice and chili powder. Chop your garlic and add to the pot of rice with your seasoning cubes. Allow steaming on low heat till the rice is soft. |Serve your vegetable rice hot with any protein of your choice. ",707,lunch|main course|main dish|dinner,gluten free,22,2,https://spoonacular.com/recipeImages/716377-556x370.jpg
"Watermelon Popsicles with Mint, Basil & Lime",Mediterranean,45,"2 tbsp basil leaves, coarsely chopped|juice from 1/2 a lime|2 tbsp mint leaves, coarsely chopped|1 tablespoon salt|4 cups cubed watermelon flesh","Combine basil, lime juice, mint leaves, salt, and cubed watermelon in a blender.  Blend at highest speed until liquefied.|Pour into popsicle molds or ice cube tray and freeze for a minimum of 4 hours.|Serve.",25,side dish,gluten free|dairy free|paleolithic|lacto ovo vegetarian|primal|whole 30|vegan,0,8,https://spoonacular.com/recipeImages/665029-556x370.jpg
White Chocolate Raspberry Brie Cups,Mediterranean,20,"1.5 oz Brie, chopped (I used Lite Brie Cheese)|15 Athens mini phyllo shells|15 raspberries|1/4 cup raspberry preserves|1.5 oz chopped white chocolate (I shaved mine with a vegetable peeler)","Preheat oven to 350 degrees.Line a baking sheet with parchment paper|Place 1 teaspoon white chocolate in bottom of shell. Top with chopped Brie.|Add about 1/2 tsp. raspberry preserves on top and bake for 8 minutes.|Remove from oven and top with leftover raspberry jam, place back in oven for 1 minute. Top with a raspberry.|Serve hot.",54,antipasti|starter|snack|appetizer|antipasto|hor doeuvre,,0,15,https://spoonacular.com/recipeImages/665193-556x370.jpg
Whole Wheat Dinner Rolls,American,45,"1 cup Water|1/3 cups Coaches Oats Or Cracked Wheat|2-¼ teaspoons Active Dry Yeast|¼ teaspoons Granulated Sugar|1/3 cups Warm Water|2 Tablespoons Butter|1 Tablespoon Table Salt|2 Tablespoons Molasses|2 Tablespoons Honey|2 Tablespoons Wheat Germ|1 cup Milk, Warm|3 cups Whole Wheat Flour|2 cups All-purpose Flour|1 whole Egg White For Egg Wash","In a small saucepan, bring the 1 cup water and the Coaches Oats to a boil, turn down to medium low and simmer for about 6 minutes.|Remove from heat and cool to lukewarm.|Dissolve the yeast in a medium sized bowl with 1/3 cup warm water and the sugar. Stir together, then let sit 10 minutes.|Add the Coach Oats mixture to yeast mixture and add the butter, salt, molasses, honey, wheat germ and milk to the bowl of an electric mixer and with the paddle attachment, mix together to combine.|Add the one cup of whole wheat flour and two cups of the all purpose flour.|Mix until well combined. Clean off the paddle attachment, scrape the sides of the bowl and add the dough attachment to the mixer.|With the mixer going on low speed, add the remaining whole wheat flour a little at a time until the dough starts coming together.|After two of the remaining cups are added, let the mixer knead the dough for a minute or so. If it is still sticking to the sides, add about 1/4 cup more flour, let it mix. Keep adding a little flour at a time until the ball of dough no longer sticks to the sides.|Let it knead for 8-10 minutes on medium-low speed.|Remove the bowl from the mixer.|Take the dough out of the bowl and spray it with cooking spray. Return the ball of dough to the bowl, cover it with a towel or plastic wrap and let sit in a warm, dry place for an hour until doubled in size (mine took almost 2 hours).|Punch down the dough and make 2.50 ounce sized balls of doughyoull get about 19 rolls. Set them on a baking sheet and cover with a tea towel.|Let them rise for about 45 minutes.|During the last 20 minutes of rise time, preheat oven to 375 degrees.|Fill a dutch oven or oven safe pot with water and place on the lowest shelf of the oven, this will add steam in the oven.|Brush each roll with egg wash.|Bake the rolls for 17-23 minutes (you may have to do this in two batches, unless you have a huge oven).|Let the rolls sit on the baking sheet sit for a few minutes, then remove rolls from pan and place on a wire rack to  cool completely.|NOTE:  Due to the molasses, the rolls will have a brown tone, so when your baking them, make sure the bottom has a light brown color to them, at first I thought I was over cooking the rolls, and I wasnt, 19 minutes seemed to be perfect amount of time.|Serving Size: 19  2.5 oz rolls|Calories per roll:  145,  Fat:  1.2,  Cholesterol:  .03,  Sodium:  20,  Potassium:  117,  Carbs:  29,  Fiber:  3,  Sugar:  3.8,  Protein:  4.9",156,bread,lacto ovo vegetarian,4,19,https://spoonacular.com/recipeImages/665282-556x370.jpg
